leading_item_id,following_item_id,value
LRVGFDFM,DNMPSKTB,5061756
LRVGFDFM,GYHKIVQT,18335436
LRVGFDFM,IGDVVKUD,104847
LRVGFDFM,JPBRUTWP,5484727
LRVGFDFM,LPHPPJUG,1417153
LRVGFDFM,LSOIUSXD,330813
LRVGFDFM,OGAFEHLU,137199
LRVGFDFM,OKMBFVKS,2101595
LRVGFDFM,OXKURKXR,185621
LRVGFDFM,QRKRBYJL,2251356
LRVGFDFM,QVLMOEYE,1274510
LRVGFDFM,RCBZUSIM,173165
LRVGFDFM,ROACSLMG,2233831
LRVGFDFM,SDWAYPIK,5380158
LRVGFDFM,UGEQLMXM,207606
LRVGFDFM,UXSPKBJR,662245
LRVGFDFM,VBYCLTYZ,467702
LRVGFDFM,VUAFAIYJ,777841
LRVGFDFM,VWMBASNE,393937
LRVGFDFM,XIIEJNEE,126406
LRVGFDFM,XUOIQPFL,2767820
LSOIUSXD,AXULOHBQ,257776
LSOIUSXD,CCLHWFWF,16487123
LSOIUSXD,DUCMGGNW,907164
LSOIUSXD,ELQGMQWE,855294
LSOIUSXD,FCYBOAXC,107912758
LSOIUSXD,GYHKIVQT,18397628
LSOIUSXD,KJNSOAHR,11710887
LSOIUSXD,LRVGFDFM,6382168
LSOIUSXD,MIRCVAMV,250203
LSOIUSXD,QVLMOEYE,1336442
LSOIUSXD,UIFPPCLR,316356
LSOIUSXD,VUAFAIYJ,673929
LSOIUSXD,VWMBASNE,433481
LSOIUSXD,WBLJNPZQ,357325
LSOIUSXD,XIPPENFQ,322494
LSOIUSXD,XUOIQPFL,2792004
LSOIUSXD,ZKENOUDA,638566
LTOYKIML,DEWLVASR,607122
LTOYKIML,FTSVTTSR,310132
LTOYKIML,JPBRUTWP,5674119
LTOYKIML,JSLXRQOK,204017
LTOYKIML,LLHREMKS,274654
LTOYKIML,MBSBZBXA,4452080
LTOYKIML,NAQIHUKZ,205159
LTOYKIML,OXKURKXR,391141
LTOYKIML,VUAFAIYJ,685249
LTOYKIML,XIIEJNEE,241278
LTOYKIML,ZCELVYQU,254552
LUENUFGA,ATLDMDBO,44796616
LUENUFGA,DNMPSKTB,5224048
LUENUFGA,EVBVXETX,5161002
LUENUFGA,KJNSOAHR,11702951
LUENUFGA,LPHPPJUG,1350589
LUENUFGA,MIRCVAMV,214363
LUENUFGA,RAWUKQMJ,3947148
LUENUFGA,SAHWCZNH,1707667
LUENUFGA,VWMBASNE,441537
LUENUFGA,XIFHSOWQ,254171
LUENUFGA,XIPPENFQ,291110
LUENUFGA,ZXERAXWP,336973
MBSBZBXA,HCDTGMST,223377
MBSBZBXA,JERHKLYW,227729
MBSBZBXA,QJQJSWFU,409070
MBSBZBXA,VBYCLTYZ,645198
MIRCVAMV,CCLHWFWF,16369059
MIRCVAMV,DBWLZWNK,388399
MIRCVAMV,DDEXPPXU,232570
MIRCVAMV,KAGJCHMR,203753
MIRCVAMV,LTOYKIML,577172
MIRCVAMV,NZKBIBNU,466472
MIRCVAMV,VUAFAIYJ,800993
MIRCVAMV,ZGJXVMNI,2494733
NAQIHUKZ,DEWLVASR,606554
NAQIHUKZ,FITUEHWN,257234
NAQIHUKZ,FTSVTTSR,243276
NAQIHUKZ,GKQIJYDH,1821681
NAQIHUKZ,KAGJCHMR,228697
NAQIHUKZ,LLHREMKS,207686
NAQIHUKZ,SAAYMURU,216813
NAQIHUKZ,STZDBITS,20975773
NAQIHUKZ,TGOELCAG,246306
NAQIHUKZ,ZCELVYQU,227816
NZKBIBNU,AANGBULD,440805
NZKBIBNU,DEWLVASR,591026
NZKBIBNU,DUCMGGNW,908640
NZKBIBNU,ELQGMQWE,726174
NZKBIBNU,EVBVXETX,5059035
NZKBIBNU,FITUEHWN,287042
NZKBIBNU,FRHNWLNI,1183052
NZKBIBNU,FTSVTTSR,323500
NZKBIBNU,FWUCPMMW,211961
NZKBIBNU,JSLXRQOK,212001
NZKBIBNU,KEUWZRKO,670216
NZKBIBNU,KJNSOAHR,11634183
NZKBIBNU,LUENUFGA,4157776
NZKBIBNU,NAQIHUKZ,205671
NZKBIBNU,OKMBFVKS,2258863
NZKBIBNU,SAHWCZNH,1836723
NZKBIBNU,WPQXWHYO,10538870
NZKBIBNU,XIFHSOWQ,396203
NZKBIBNU,XIIEJNEE,247694
NZKBIBNU,XIPPENFQ,441230
OGAFEHLU,AHMDUILJ,321450
OGAFEHLU,APQGTRMF,270135
OGAFEHLU,ATLDMDBO,44694280
OGAFEHLU,BTMOEMEP,12438863
OGAFEHLU,DBWLZWNK,351311
OGAFEHLU,DNMPSKTB,5074802
OGAFEHLU,DUCMGGNW,919660
OGAFEHLU,FCYBOAXC,107769654
OGAFEHLU,FRHNWLNI,1199572
OGAFEHLU,GYHKIVQT,18367324
OGAFEHLU,IGDVVKUD,233975
OGAFEHLU,JPBRUTWP,5528821
OGAFEHLU,LRVGFDFM,6253692
OGAFEHLU,OKMBFVKS,2111971
OGAFEHLU,OXKURKXR,272429
OGAFEHLU,QRKRBYJL,2282302
OGAFEHLU,QVLMOEYE,1309646
OGAFEHLU,RCBZUSIM,219413
OGAFEHLU,RJGPVEXX,836823
OGAFEHLU,ROACSLMG,2268979
OGAFEHLU,SDWAYPIK,5491360
OGAFEHLU,UGEQLMXM,292278
OGAFEHLU,UIFPPCLR,273932
OGAFEHLU,UQYUIVVR,3764532
OGAFEHLU,UXSPKBJR,720677
OGAFEHLU,VBYCLTYZ,490190
OGAFEHLU,VWMBASNE,430121
OGAFEHLU,WBLJNPZQ,394181
OGAFEHLU,WQMVCOEM,286690
OGAFEHLU,XIIEJNEE,221742
OGAFEHLU,XUOIQPFL,2789400
OGAFEHLU,ZGJXVMNI,2594829
OJIFIHMZ,AHMDUILJ,298890
OJIFIHMZ,FITUEHWN,257234
OJIFIHMZ,JERHKLYW,219281
OJIFIHMZ,KEUWZRKO,682496
OJIFIHMZ,SNHYOVBM,387569
OJIFIHMZ,STZDBITS,20988237
OKMBFVKS,APQGTRMF,276791
OKMBFVKS,ATLDMDBO,44695080
OKMBFVKS,BEZYMBBT,3555722
OKMBFVKS,BTMOEMEP,12426463
OKMBFVKS,DEWLVASR,708370
OKMBFVKS,DJBLNPNC,212090
OKMBFVKS,ELQGMQWE,848614
OKMBFVKS,FCYBOAXC,107897526
OKMBFVKS,FDXPMYGF,216984
OKMBFVKS,FQCLOEXA,2007041
OKMBFVKS,FRHNWLNI,1187452
OKMBFVKS,GYHKIVQT,18367676
OKMBFVKS,IGDVVKUD,222959
OKMBFVKS,JPBRUTWP,5549781
OKMBFVKS,KJNSOAHR,11720679
OKMBFVKS,QVLMOEYE,1338762
OKMBFVKS,RCBZUSIM,206989
OKMBFVKS,RJGPVEXX,821183
OKMBFVKS,SDWAYPIK,5488934
OKMBFVKS,UIFPPCLR,289532
OKMBFVKS,VWMBASNE,437545
OKMBFVKS,ZGJXVMNI,2593873
OKMBFVKS,ZKENOUDA,607254
OKMBFVKS,ZXERAXWP,330293
OXKURKXR,APQGTRMF,261631
OXKURKXR,ATLDMDBO,44691208
OXKURKXR,AXULOHBQ,279200
OXKURKXR,BEZYMBBT,3545594
OXKURKXR,DEWLVASR,718650
OXKURKXR,DJBLNPNC,225778
OXKURKXR,DNMPSKTB,5123780
OXKURKXR,ELQGMQWE,855282
OXKURKXR,FQCLOEXA,2022025
OXKURKXR,FTSVTTSR,325924
OXKURKXR,GYHKIVQT,18396140
OXKURKXR,HXYSSRXE,5578535
OXKURKXR,JPBRUTWP,5545355
OXKURKXR,JSLXRQOK,196073
OXKURKXR,NAQIHUKZ,215415
OXKURKXR,QRKRBYJL,2294666
OXKURKXR,QVLMOEYE,1327778
OXKURKXR,RAWUKQMJ,3841600
OXKURKXR,RCBZUSIM,236869
OXKURKXR,SDWAYPIK,5490384
OXKURKXR,TGOELCAG,266402
OXKURKXR,UGEQLMXM,328566
OXKURKXR,WBLJNPZQ,391093
OXKURKXR,ZKENOUDA,631766
PYZMVUWD,AHMDUILJ,321122
PYZMVUWD,DDEXPPXU,348810
PYZMVUWD,KJNSOAHR,11735895
PYZMVUWD,LSOIUSXD,372469
PYZMVUWD,LUENUFGA,4033038
PYZMVUWD,MIRCVAMV,247635
PYZMVUWD,QJQJSWFU,313254
PYZMVUWD,RJGPVEXX,832903
PYZMVUWD,UGEQLMXM,326942
PYZMVUWD,VUAFAIYJ,784033
PYZMVUWD,VWMBASNE,457465
PYZMVUWD,XIFHSOWQ,286067
PYZMVUWD,XIPPENFQ,338702
PYZMVUWD,XMKRPGLB,1101558
PYZMVUWD,ZXERAXWP,356653
QJQJSWFU,HCDTGMST,372113
QJQJSWFU,OKMBFVKS,2121147
QJQJSWFU,OXKURKXR,284101
QJQJSWFU,SDWAYPIK,5481956
QKXNTIIB,BLANHGYY,216839
QKXNTIIB,FTSVTTSR,310372
QKXNTIIB,JSLXRQOK,198161
QKXNTIIB,NAQIHUKZ,202783
QKXNTIIB,SNHYOVBM,394025
QKXNTIIB,TGOELCAG,268554
QKXNTIIB,XIIEJNEE,250238
QRKRBYJL,AANGBULD,547013
QRKRBYJL,APQGTRMF,232263
QRKRBYJL,ATLDMDBO,44647112
QRKRBYJL,AXULOHBQ,242256
QRKRBYJL,BEZYMBBT,3567132
QRKRBYJL,BJALXPFS,336236
QRKRBYJL,BLANHGYY,232927
QRKRBYJL,BTMOEMEP,12399983
QRKRBYJL,DEWLVASR,715538
QRKRBYJL,DNMPSKTB,5065578
QRKRBYJL,FDXPMYGF,207008
QRKRBYJL,FQCLOEXA,2015229
QRKRBYJL,FRHNWLNI,1167364
QRKRBYJL,GYHKIVQT,18344316
QRKRBYJL,HXYSSRXE,5582941
QRKRBYJL,JPBRUTWP,5503019
QRKRBYJL,LPHPPJUG,1488533
QRKRBYJL,LRVGFDFM,6259488
QRKRBYJL,OGAFEHLU,235831
QRKRBYJL,OKMBFVKS,2110595
QRKRBYJL,OXKURKXR,284485
QRKRBYJL,QVLMOEYE,1282786
QRKRBYJL,RAWUKQMJ,3848422
QRKRBYJL,RCBZUSIM,183677
QRKRBYJL,RJGPVEXX,821839
QRKRBYJL,SDWAYPIK,5450380
QRKRBYJL,UGEQLMXM,304318
QRKRBYJL,UIFPPCLR,283924
QRKRBYJL,UXSPKBJR,713717
QRKRBYJL,VBYCLTYZ,483326
QRKRBYJL,WBLJNPZQ,379549
QRKRBYJL,XUOIQPFL,2782756
QRKRBYJL,ZGJXVMNI,2600897
QRKRBYJL,ZKENOUDA,626998
QVLMOEYE,APQGTRMF,234799
QVLMOEYE,ATLDMDBO,44668200
QVLMOEYE,AXULOHBQ,246016
QVLMOEYE,BEZYMBBT,3551862
QVLMOEYE,BJALXPFS,344964
QVLMOEYE,BLANHGYY,238239
QVLMOEYE,BSRMSVTC,469973
QVLMOEYE,BTMOEMEP,12410735
QVLMOEYE,DJBLNPNC,200050
QVLMOEYE,DNMPSKTB,5079540
QVLMOEYE,ELQGMQWE,841814
QVLMOEYE,FDXPMYGF,201648
QVLMOEYE,FQCLOEXA,2017073
QVLMOEYE,FRHNWLNI,1187212
QVLMOEYE,GYHKIVQT,18371004
QVLMOEYE,HXYSSRXE,5586085
QVLMOEYE,JPBRUTWP,5512763
QVLMOEYE,LPHPPJUG,1465093
QVLMOEYE,OKMBFVKS,2109935
QVLMOEYE,QRKRBYJL,2252424
QVLMOEYE,RAWUKQMJ,3847872
QVLMOEYE,RCBZUSIM,182733
QVLMOEYE,SDWAYPIK,5461322
QVLMOEYE,VBYCLTYZ,488670
QVLMOEYE,VWMBASNE,442449
QVLMOEYE,WBLJNPZQ,369021
QVLMOEYE,WQMVCOEM,262514
QVLMOEYE,XUOIQPFL,2795152
QVLMOEYE,ZGJXVMNI,2620813
QVLMOEYE,ZKENOUDA,638974
RAWUKQMJ,AXULOHBQ,254224
RAWUKQMJ,DNMPSKTB,5091878
RAWUKQMJ,EVBVXETX,5185263
RAWUKQMJ,FDXPMYGF,227456
RAWUKQMJ,FQCLOEXA,2002629
RAWUKQMJ,GYHKIVQT,18380508
RAWUKQMJ,HXYSSRXE,5558094
RAWUKQMJ,NZKBIBNU,565672
RAWUKQMJ,SAHWCZNH,1724135
RAWUKQMJ,UGEQLMXM,327430
RAWUKQMJ,VMAQSTJE,262474
RAWUKQMJ,WPQXWHYO,10674390
RAWUKQMJ,ZGJXVMNI,2607357
RCBZUSIM,APQGTRMF,252575
RCBZUSIM,ATLDMDBO,44673256
RCBZUSIM,AXULOHBQ,253752
RCBZUSIM,BJALXPFS,329668
RCBZUSIM,BLANHGYY,242087
RCBZUSIM,BTMOEMEP,12424015
RCBZUSIM,DNMPSKTB,5104612
RCBZUSIM,FDXPMYGF,215552
RCBZUSIM,GYHKIVQT,18399452
RCBZUSIM,HXYSSRXE,5584537
RCBZUSIM,JPBRUTWP,5564421
RCBZUSIM,OXKURKXR,286237
RCBZUSIM,QVLMOEYE,1331434
RCBZUSIM,WBLJNPZQ,383741
RCBZUSIM,XUOIQPFL,2801460
RCBZUSIM,YSYHGLQK,324859
RCBZUSIM,ZGJXVMNI,2593369
RJGPVEXX,AANGBULD,417829
RJGPVEXX,EVBVXETX,5083410
RJGPVEXX,FITUEHWN,286114
RJGPVEXX,GYHKIVQT,18500972
RJGPVEXX,JBVHSUWY,617733
RJGPVEXX,KEUWZRKO,668368
RJGPVEXX,KJNSOAHR,11629911
RJGPVEXX,LUENUFGA,4140895
RJGPVEXX,MIRCVAMV,361467
RJGPVEXX,SAHWCZNH,1820763
RJGPVEXX,SDWAYPIK,5599544
RJGPVEXX,UQYUIVVR,3656964
RJGPVEXX,VBYCLTYZ,657302
RJGPVEXX,VUAFAIYJ,677545
RJGPVEXX,VWMBASNE,540353
RJGPVEXX,WPQXWHYO,10536206
RJGPVEXX,XIFHSOWQ,412275
RJGPVEXX,XIPPENFQ,447678
RJGPVEXX,ZKENOUDA,504246
ROACSLMG,APQGTRMF,278087
ROACSLMG,ATLDMDBO,44686856
ROACSLMG,BEZYMBBT,3570282
ROACSLMG,BTMOEMEP,12413135
ROACSLMG,DJBLNPNC,212442
ROACSLMG,FDXPMYGF,228752
ROACSLMG,IGDVVKUD,204343
ROACSLMG,JPBRUTWP,5529677
ROACSLMG,QRKRBYJL,2305292
ROACSLMG,SNHYOVBM,387193
ROACSLMG,TGOELCAG,338050
ROACSLMG,VBYCLTYZ,519326
ROACSLMG,XMKRPGLB,1077646
ROACSLMG,XUOIQPFL,2777116
SAAYMURU,BJALXPFS,326220
SAAYMURU,FWUCPMMW,235113
SAAYMURU,MBSBZBXA,4325292
SAAYMURU,STZDBITS,20972477
SAAYMURU,UQYUIVVR,3656036
SAAYMURU,XIIEJNEE,254430
SAHWCZNH,ATLDMDBO,44831016
SAHWCZNH,EVBVXETX,5184485
SAHWCZNH,FRHNWLNI,1306412
SAHWCZNH,HXYSSRXE,5721519
SAHWCZNH,JSLXRQOK,309041
SAHWCZNH,KEUWZRKO,548312
SAHWCZNH,KJNSOAHR,11737383
SAHWCZNH,LUENUFGA,4001774
SAHWCZNH,MIRCVAMV,243763
SAHWCZNH,NZKBIBNU,568224
SAHWCZNH,RJGPVEXX,824623
SAHWCZNH,WPQXWHYO,10667894
SAHWCZNH,WQMVCOEM,377946
SAHWCZNH,XIFHSOWQ,252611
SAHWCZNH,XIPPENFQ,322238
SDWAYPIK,AANGBULD,555861
SDWAYPIK,APQGTRMF,218375
SDWAYPIK,ATLDMDBO,44648040
SDWAYPIK,AXULOHBQ,267712
SDWAYPIK,BEZYMBBT,3539618
SDWAYPIK,BTMOEMEP,12403343
SDWAYPIK,DBWLZWNK,335767
SDWAYPIK,DEWLVASR,688802
SDWAYPIK,DNMPSKTB,5085946
SDWAYPIK,DUCMGGNW,898612
SDWAYPIK,GYHKIVQT,18339100
SDWAYPIK,HXYSSRXE,5576341
SDWAYPIK,IGDVVKUD,199439
SDWAYPIK,JPBRUTWP,5500475
SDWAYPIK,KJNSOAHR,11743687
SDWAYPIK,LPHPPJUG,1474241
SDWAYPIK,LRVGFDFM,6245612
SDWAYPIK,LSOIUSXD,353389
SDWAYPIK,OGAFEHLU,210871
SDWAYPIK,OKMBFVKS,2096763
SDWAYPIK,OXKURKXR,241013
SDWAYPIK,QJQJSWFU,300318
SDWAYPIK,QRKRBYJL,2258968
SDWAYPIK,QVLMOEYE,1291698
SDWAYPIK,RAWUKQMJ,3837096
SDWAYPIK,RCBZUSIM,194125
SDWAYPIK,RJGPVEXX,807831
SDWAYPIK,UGEQLMXM,280358
SDWAYPIK,UIFPPCLR,270388
SDWAYPIK,UXSPKBJR,695605
SDWAYPIK,VBYCLTYZ,486382
SDWAYPIK,VWMBASNE,448025
SDWAYPIK,WBLJNPZQ,379925
SDWAYPIK,WQMVCOEM,268026
SDWAYPIK,XUOIQPFL,2766304
SDWAYPIK,ZGJXVMNI,2601733
SDWAYPIK,ZKENOUDA,634358
SNHYOVBM,AHMDUILJ,421018
SNHYOVBM,BLANHGYY,231879
SNHYOVBM,DBWLZWNK,375071
SNHYOVBM,DJBLNPNC,188426
SNHYOVBM,DUCMGGNW,1027868
STZDBITS,FWUCPMMW,65641
STZDBITS,LTOYKIML,431732
STZDBITS,XIIEJNEE,174630
STZDBITS,YSYHGLQK,61843
SUOYXCHP,FITUEHWN,266354
SUOYXCHP,HCDTGMST,257401
SUOYXCHP,KEUWZRKO,561976
SUOYXCHP,QJQJSWFU,348558
SUOYXCHP,RJGPVEXX,857503
SUOYXCHP,STZDBITS,20989213
SUOYXCHP,WPQXWHYO,10652550
TGOELCAG,KEUWZRKO,542256
TGOELCAG,LLHREMKS,254918
TGOELCAG,LUENUFGA,4035790
TGOELCAG,OJIFIHMZ,2297249
TGOELCAG,XIFHSOWQ,307067
TGOELCAG,XMKRPGLB,991178
TGOELCAG,YSYHGLQK,197995
UGEQLMXM,APQGTRMF,255207
UGEQLMXM,ATLDMDBO,44689288
UGEQLMXM,AXULOHBQ,292088
UGEQLMXM,BTMOEMEP,12413295
UGEQLMXM,DBWLZWNK,344551
UGEQLMXM,DJBLNPNC,197106
UGEQLMXM,DNMPSKTB,5087430
UGEQLMXM,DUCMGGNW,914488
UGEQLMXM,FQCLOEXA,2027493
UGEQLMXM,GYHKIVQT,18385356
UGEQLMXM,HXYSSRXE,5587789
UGEQLMXM,IGDVVKUD,206855
UGEQLMXM,JPBRUTWP,5523375
UGEQLMXM,KJNSOAHR,11714631
UGEQLMXM,LPHPPJUG,1470929
UGEQLMXM,LSOIUSXD,342773
UGEQLMXM,OGAFEHLU,231639
UGEQLMXM,OKMBFVKS,2118943
UGEQLMXM,OXKURKXR,269997
UGEQLMXM,QRKRBYJL,2281488
UGEQLMXM,QVLMOEYE,1300850
UGEQLMXM,RAWUKQMJ,3844978
UGEQLMXM,RCBZUSIM,224445
UGEQLMXM,ROACSLMG,2278879
UGEQLMXM,SDWAYPIK,5463116
UGEQLMXM,UXSPKBJR,704381
UGEQLMXM,VBYCLTYZ,489278
UGEQLMXM,VWMBASNE,449553
UGEQLMXM,WHPUAOID,249810
UGEQLMXM,XUOIQPFL,2795576
UGEQLMXM,ZGJXVMNI,2612217
UGEQLMXM,ZKENOUDA,640206
UIFPPCLR,APQGTRMF,269039
UIFPPCLR,BEZYMBBT,3576478
UIFPPCLR,DEWLVASR,696010
UIFPPCLR,ELQGMQWE,831394
UIFPPCLR,GYHKIVQT,18367772
UIFPPCLR,HXYSSRXE,5603778
UIFPPCLR,KJNSOAHR,11734535
UIFPPCLR,QRKRBYJL,2302712
UIFPPCLR,QVLMOEYE,1342210
UIFPPCLR,SDWAYPIK,5495296
UIFPPCLR,UXSPKBJR,702933
UIFPPCLR,VBYCLTYZ,527534
UIFPPCLR,WQMVCOEM,274842
UIFPPCLR,XUOIQPFL,2783248
UIFPPCLR,ZKENOUDA,614094
UQYUIVVR,HCDTGMST,248953
UQYUIVVR,OGAFEHLU,267031
UQYUIVVR,TGOELCAG,243050
UQYUIVVR,UIFPPCLR,420516
UQYUIVVR,VMAQSTJE,267298
UQYUIVVR,WHPUAOID,250170
UQYUIVVR,WQMVCOEM,243186
UQYUIVVR,ZKENOUDA,526846
UXSPKBJR,APQGTRMF,246247
UXSPKBJR,ATLDMDBO,44679432
UXSPKBJR,BTMOEMEP,12428143
UXSPKBJR,DBWLZWNK,359983
UXSPKBJR,DNMPSKTB,5093460
UXSPKBJR,FRHNWLNI,1171636
UXSPKBJR,HXYSSRXE,5581959
UXSPKBJR,IGDVVKUD,217167
UXSPKBJR,JPBRUTWP,5533389
UXSPKBJR,KEUWZRKO,671624
UXSPKBJR,LRVGFDFM,6268104
UXSPKBJR,NZKBIBNU,453976
UXSPKBJR,OJIFIHMZ,2169045
UXSPKBJR,QRKRBYJL,2292602
UXSPKBJR,QVLMOEYE,1329226
UXSPKBJR,RAWUKQMJ,3850742
UXSPKBJR,RCBZUSIM,213237
UXSPKBJR,SAHWCZNH,1829243
UXSPKBJR,SDWAYPIK,5477476
UXSPKBJR,VBYCLTYZ,525854
UXSPKBJR,WQMVCOEM,247114
UXSPKBJR,XIIEJNEE,235526
VBYCLTYZ,APQGTRMF,229999
VBYCLTYZ,ATLDMDBO,44660040
VBYCLTYZ,AXULOHBQ,264680
VBYCLTYZ,BEZYMBBT,3552316
VBYCLTYZ,BJALXPFS,348620
VBYCLTYZ,BLANHGYY,226871
VBYCLTYZ,BTMOEMEP,12397151
VBYCLTYZ,DJBLNPNC,198386
VBYCLTYZ,DNMPSKTB,5089834
VBYCLTYZ,FDXPMYGF,205280
VBYCLTYZ,FRHNWLNI,1187148
VBYCLTYZ,GYHKIVQT,18388268
VBYCLTYZ,HXYSSRXE,5597093
VBYCLTYZ,IGDVVKUD,209895
VBYCLTYZ,JPBRUTWP,5519807
VBYCLTYZ,LPHPPJUG,1483629
VBYCLTYZ,OXKURKXR,273133
VBYCLTYZ,QRKRBYJL,2259484
VBYCLTYZ,QVLMOEYE,1301782
VBYCLTYZ,RAWUKQMJ,3851012
VBYCLTYZ,RCBZUSIM,207125
VBYCLTYZ,SDWAYPIK,5461040
VBYCLTYZ,UGEQLMXM,330982
VBYCLTYZ,UXSPKBJR,704869
VBYCLTYZ,WQMVCOEM,266282
VBYCLTYZ,XUOIQPFL,2772364
VBYCLTYZ,ZGJXVMNI,2619725
VBYCLTYZ,ZKENOUDA,629022
VMAQSTJE,EVBVXETX,5179987
VMAQSTJE,KEUWZRKO,537280
VMAQSTJE,LUENUFGA,4050735
VMAQSTJE,OGAFEHLU,246999
VMAQSTJE,OJIFIHMZ,2176765
VMAQSTJE,PYZMVUWD,196171
VMAQSTJE,RCBZUSIM,211893
VMAQSTJE,STZDBITS,20981693
VMAQSTJE,UIFPPCLR,296628
VMAQSTJE,VWMBASNE,455761
VMAQSTJE,WPQXWHYO,10640190
VMAQSTJE,XIFHSOWQ,291515
VUAFAIYJ,APQGTRMF,396551
VUAFAIYJ,CCLHWFWF,16398371
VUAFAIYJ,FCYBOAXC,107880374
VUAFAIYJ,LLHREMKS,268070
VUAFAIYJ,LRVGFDFM,6278300
VUAFAIYJ,LSOIUSXD,509557
VUAFAIYJ,UGEQLMXM,434230
VUAFAIYJ,UIFPPCLR,427252
VUAFAIYJ,VWMBASNE,564353
VUAFAIYJ,WBLJNPZQ,363957
VUAFAIYJ,WHPUAOID,235226
VUAFAIYJ,XIPPENFQ,449030
VUAFAIYJ,ZCELVYQU,253064
VUAFAIYJ,ZXERAXWP,252253
VWMBASNE,CCLHWFWF,16375875
VWMBASNE,FCYBOAXC,107910326
VWMBASNE,LRVGFDFM,6283944
VWMBASNE,MIRCVAMV,198675
VWMBASNE,WBLJNPZQ,346189
VWMBASNE,XIPPENFQ,300998
WBLJNPZQ,AANGBULD,540397
WBLJNPZQ,ATLDMDBO,44681544
WBLJNPZQ,BJALXPFS,341036
WBLJNPZQ,BSRMSVTC,434997
WBLJNPZQ,BTMOEMEP,12425327
WBLJNPZQ,CCLHWFWF,16372931
WBLJNPZQ,DBWLZWNK,393383
WBLJNPZQ,DEWLVASR,735650
WBLJNPZQ,FQCLOEXA,2001077
WBLJNPZQ,HXYSSRXE,5562378
WBLJNPZQ,JPBRUTWP,5526163
WBLJNPZQ,LPHPPJUG,1472013
WBLJNPZQ,LRVGFDFM,6252292
WBLJNPZQ,LSOIUSXD,366997
WBLJNPZQ,MIRCVAMV,220331
WBLJNPZQ,OGAFEHLU,259911
WBLJNPZQ,OKMBFVKS,2120679
WBLJNPZQ,OXKURKXR,305893
WBLJNPZQ,QRKRBYJL,2286626
WBLJNPZQ,QVLMOEYE,1370322
WBLJNPZQ,RAWUKQMJ,3840346
WBLJNPZQ,RJGPVEXX,839455
WBLJNPZQ,SDWAYPIK,5501068
WBLJNPZQ,SNHYOVBM,508449
WBLJNPZQ,UGEQLMXM,331966
WBLJNPZQ,UIFPPCLR,321316
WBLJNPZQ,VUAFAIYJ,814633
WBLJNPZQ,XIFHSOWQ,324059
WBLJNPZQ,XUOIQPFL,2772492
WBLJNPZQ,ZGJXVMNI,2596321
WBLJNPZQ,ZKENOUDA,618806
WHPUAOID,DUCMGGNW,899804
WHPUAOID,FDXPMYGF,211008
WHPUAOID,LLHREMKS,277022
WHPUAOID,LRVGFDFM,6282340
WHPUAOID,OJIFIHMZ,2177629
WHPUAOID,XMKRPGLB,1110670
WPQXWHYO,EVBVXETX,5033021
WPQXWHYO,KJNSOAHR,11588455
WPQXWHYO,LUENUFGA,4122755
WPQXWHYO,MIRCVAMV,306475
WPQXWHYO,NZKBIBNU,408424
WPQXWHYO,RJGPVEXX,677711
WPQXWHYO,SAHWCZNH,1807063
WPQXWHYO,VMAQSTJE,347346
WPQXWHYO,XIFHSOWQ,389163
WPQXWHYO,XIPPENFQ,429334
WPQXWHYO,ZKENOUDA,478054
WQMVCOEM,AXULOHBQ,276160
WQMVCOEM,BJALXPFS,345596
WQMVCOEM,DNMPSKTB,5121140
WQMVCOEM,FDXPMYGF,212712
WQMVCOEM,HXYSSRXE,5593260
WQMVCOEM,JPBRUTWP,5545781
WQMVCOEM,OGAFEHLU,255135
XIFHSOWQ,AXULOHBQ,403192
XIFHSOWQ,EVBVXETX,5175534
XIFHSOWQ,FCYBOAXC,107891766
XIFHSOWQ,FRHNWLNI,1290828
XIFHSOWQ,LUENUFGA,4004341
XIFHSOWQ,MIRCVAMV,208851
XIFHSOWQ,NZKBIBNU,554448
XIFHSOWQ,SAHWCZNH,1715351
XIFHSOWQ,VWMBASNE,410865
XIFHSOWQ,WPQXWHYO,10659942
XIFHSOWQ,XIPPENFQ,289414
XIIEJNEE,ATLDMDBO,44695176
XIIEJNEE,BTMOEMEP,12408335
XIIEJNEE,BUZIIBYG,15302182
XIIEJNEE,DBWLZWNK,360055
XIIEJNEE,DJBLNPNC,166098
XIIEJNEE,EVBVXETX,5066397
XIIEJNEE,FRHNWLNI,1193372
XIIEJNEE,FWUCPMMW,221993
XIIEJNEE,HXYSSRXE,5601209
XIIEJNEE,IGDVVKUD,176855
XIIEJNEE,LRVGFDFM,6260172
XIIEJNEE,OKMBFVKS,2122099
XIIEJNEE,QRKRBYJL,2295060
XIIEJNEE,QVLMOEYE,1319826
XIIEJNEE,RCBZUSIM,213509
XIIEJNEE,ROACSLMG,2264895
XIIEJNEE,SAAYMURU,242253
XIIEJNEE,SDWAYPIK,5487152
XIIEJNEE,SNHYOVBM,358897
XIIEJNEE,UGEQLMXM,351350
XIIEJNEE,UXSPKBJR,704085
XIIEJNEE,VBYCLTYZ,493886
XIIEJNEE,VWMBASNE,464049
XIIEJNEE,WHPUAOID,255314
XIPPENFQ,DDEXPPXU,230946
XIPPENFQ,FCYBOAXC,107884854
XIPPENFQ,MIRCVAMV,199219
XIPPENFQ,ZGJXVMNI,2506373
