leading_item_id,following_item_id,lag,p_value,causality_score
BUZIIBYG,LUENUFGA,6,0.08246942086044577,0.9175305791395543
BUZIIBYG,OKMBFVKS,1,0.041224740229520086,0.95877525977048
BUZIIBYG,QRKRBYJL,5,0.0017252246023900684,0.9982747753976099
BUZIIBYG,QVLMOEYE,4,0.003120779271865033,0.996879220728135
BUZIIBYG,RCBZUSIM,1,0.0746999423240683,0.9253000576759317
BUZIIBYG,RJGPVEXX,3,0.001412900410429442,0.9985870995895706
BUZIIBYG,SAAYMURU,3,0.013776051556362022,0.986223948443638
BUZIIBYG,SAHWCZNH,2,0.009384698387628296,0.9906153016123717
BUZIIBYG,TGOELCAG,1,0.04448374232401107,0.9555162576759889
BUZIIBYG,UIFPPCLR,2,0.028516095930353577,0.9714839040696465
BUZIIBYG,UQYUIVVR,4,0.022732970260717626,0.9772670297392824
BUZIIBYG,UXSPKBJR,4,0.008873225882092346,0.9911267741179076
BUZIIBYG,VBYCLTYZ,1,0.010499593495011825,0.9895004065049882
BUZIIBYG,WBLJNPZQ,1,0.0056073484921524185,0.9943926515078476
BUZIIBYG,WPQXWHYO,1,0.04901356000497604,0.950986439995024
BUZIIBYG,WQMVCOEM,1,0.08627085403370743,0.9137291459662926
BUZIIBYG,XIIEJNEE,1,0.09560994394843232,0.9043900560515676
BUZIIBYG,XMKRPGLB,3,0.02589654023400888,0.9741034597659911
BUZIIBYG,XUOIQPFL,1,0.044116341437505646,0.9558836585624944
BUZIIBYG,ZXERAXWP,6,0.06037825879957151,0.9396217412004285
CCLHWFWF,DBWLZWNK,7,0.029101401357521994,0.970898598642478
CCLHWFWF,DEWLVASR,3,0.013690249225214826,0.9863097507747852
CCLHWFWF,DUCMGGNW,4,0.040296035521227624,0.9597039644787724
CCLHWFWF,EVBVXETX,2,0.06831927446656923,0.9316807255334307
CCLHWFWF,FCYBOAXC,2,0.005580422255569096,0.9944195777444309
CCLHWFWF,FITUEHWN,3,0.011322184239447319,0.9886778157605527
CCLHWFWF,FQCLOEXA,3,0.013291882583854676,0.9867081174161453
CCLHWFWF,HCDTGMST,3,0.021838862626470508,0.9781611373735295
CCLHWFWF,JERHKLYW,5,0.015058387238301059,0.9849416127616989
CCLHWFWF,JPBRUTWP,5,0.000692676443038106,0.999307323556962
CCLHWFWF,KEUWZRKO,4,0.06990072315327849,0.9300992768467216
CCLHWFWF,LRVGFDFM,1,0.09732002403567021,0.9026799759643298
CCLHWFWF,LSOIUSXD,4,0.0027161004953415654,0.9972838995046585
CCLHWFWF,LTOYKIML,1,0.026233650026012762,0.9737663499739873
CCLHWFWF,LUENUFGA,6,0.06786191291712351,0.9321380870828765
CCLHWFWF,MIRCVAMV,1,0.045943145753768885,0.9540568542462311
CCLHWFWF,NZKBIBNU,2,0.075939075899357,0.924060924100643
CCLHWFWF,OGAFEHLU,4,0.003426580148323467,0.9965734198516766
CCLHWFWF,PYZMVUWD,5,0.07394044031726434,0.9260595596827357
CCLHWFWF,QVLMOEYE,7,0.004935584066972798,0.9950644159330272
CCLHWFWF,ROACSLMG,4,0.024363348528460962,0.975636651471539
CCLHWFWF,SAHWCZNH,7,0.07614679813701476,0.9238532018629853
CCLHWFWF,STZDBITS,2,0.0013415301141955728,0.9986584698858044
CCLHWFWF,SUOYXCHP,3,0.04724562786636604,0.952754372133634
CCLHWFWF,TGOELCAG,3,0.04796643625418253,0.9520335637458175
CCLHWFWF,UGEQLMXM,6,0.007275271254239755,0.9927247287457602
CCLHWFWF,UIFPPCLR,3,0.06508717270103079,0.9349128272989692
CCLHWFWF,VBYCLTYZ,5,0.03742500296333502,0.9625749970366649
CCLHWFWF,VMAQSTJE,3,0.05476692142150815,0.9452330785784918
CCLHWFWF,VUAFAIYJ,1,0.0003639017503428608,0.9996360982496572
CCLHWFWF,WBLJNPZQ,7,0.003788801619232006,0.996211198380768
CCLHWFWF,WHPUAOID,3,0.05179041240780823,0.9482095875921918
CCLHWFWF,XIFHSOWQ,6,0.05794410986045426,0.9420558901395457
CCLHWFWF,XMKRPGLB,4,0.05151791499778583,0.9484820850022142
CCLHWFWF,XUOIQPFL,6,0.055802251024181224,0.9441977489758188
CCLHWFWF,ZGJXVMNI,3,0.011300355247190525,0.9886996447528095
CCLHWFWF,ZKENOUDA,4,0.07187991729949396,0.928120082700506
CCLHWFWF,ZXERAXWP,6,0.06250780186092919,0.9374921981390708
DBWLZWNK,APQGTRMF,3,0.022819417246537414,0.9771805827534625
DBWLZWNK,BEZYMBBT,1,0.028231411168176256,0.9717685888318237
DBWLZWNK,BLANHGYY,5,0.08908792167969595,0.9109120783203041
DBWLZWNK,BTMOEMEP,4,0.004338573250083962,0.9956614267499161
DBWLZWNK,BUZIIBYG,1,0.0532397368938998,0.9467602631061002
DBWLZWNK,CCLHWFWF,1,0.05493697285885203,0.945063027141148
DBWLZWNK,DDEXPPXU,1,0.07212992137330328,0.9278700786266967
DBWLZWNK,DJBLNPNC,7,0.01627866387554943,0.9837213361244506
DBWLZWNK,ELQGMQWE,6,0.035504048563757044,0.964495951436243
DBWLZWNK,EVBVXETX,1,0.06467353944500938,0.9353264605549906
DBWLZWNK,FQCLOEXA,7,0.02027831198488505,0.9797216880151149
DBWLZWNK,FRHNWLNI,5,0.01800747212171463,0.9819925278782854
DBWLZWNK,FWUCPMMW,3,0.003095547243171614,0.9969044527568284
DBWLZWNK,GYHKIVQT,3,0.03313800187250931,0.9668619981274907
DBWLZWNK,HCDTGMST,1,0.09568751777751462,0.9043124822224854
DBWLZWNK,HXYSSRXE,6,0.054101482834450286,0.9458985171655497
DBWLZWNK,IGDVVKUD,3,0.051310682328610475,0.9486893176713895
DBWLZWNK,JBVHSUWY,4,0.09660099288380912,0.9033990071161909
DBWLZWNK,KJNSOAHR,1,0.038765569901558265,0.9612344300984418
DBWLZWNK,LPHPPJUG,4,0.01929364795213214,0.9807063520478678
DBWLZWNK,LRVGFDFM,1,0.03352673280933922,0.9664732671906607
DBWLZWNK,NZKBIBNU,1,0.04064376280566639,0.9593562371943336
DBWLZWNK,OKMBFVKS,1,0.058594134131428395,0.9414058658685716
DBWLZWNK,QVLMOEYE,1,0.005044424286877411,0.9949555757131225
DBWLZWNK,RCBZUSIM,3,0.00037409496325835025,0.9996259050367416
DBWLZWNK,ROACSLMG,4,2.1369315227831758e-05,0.9999786306847722
DBWLZWNK,STZDBITS,1,0.0800102085799985,0.9199897914200015
DBWLZWNK,UQYUIVVR,2,0.09963193878791696,0.900368061212083
DBWLZWNK,UXSPKBJR,2,0.045786625455249245,0.9542133745447507
DBWLZWNK,VBYCLTYZ,6,0.07265653905370016,0.9273434609462998
DBWLZWNK,WHPUAOID,5,0.09906875887698748,0.9009312411230125
DBWLZWNK,WQMVCOEM,4,0.07672818908235213,0.9232718109176479
DBWLZWNK,XMKRPGLB,3,0.005960289636063249,0.9940397103639368
DBWLZWNK,YSYHGLQK,7,0.01953088003758561,0.9804691199624144
DBWLZWNK,ZGJXVMNI,2,0.06854005286267895,0.931459947137321
DDEXPPXU,APQGTRMF,3,0.05137848046304494,0.9486215195369551
DDEXPPXU,BUZIIBYG,5,0.032466601992845796,0.9675333980071542
DDEXPPXU,DEWLVASR,2,0.013372379523449895,0.9866276204765501
DDEXPPXU,EVBVXETX,2,0.04787122933744955,0.9521287706625504
DDEXPPXU,FRHNWLNI,5,0.09883499905011323,0.9011650009498868
DDEXPPXU,FTSVTTSR,6,0.00749657634450791,0.992503423655492
DDEXPPXU,GKQIJYDH,7,0.0008708899321740067,0.999129110067826
DDEXPPXU,JBVHSUWY,1,0.08579992884003779,0.9142000711599623
DDEXPPXU,JERHKLYW,7,0.0663770507757748,0.9336229492242252
DDEXPPXU,JSLXRQOK,7,0.03690535033352068,0.9630946496664793
DDEXPPXU,LLHREMKS,6,0.07939314124934176,0.9206068587506583
DDEXPPXU,NAQIHUKZ,7,0.03382640330877127,0.9661735966912287
DDEXPPXU,NZKBIBNU,2,0.021555718127382703,0.9784442818726173
DDEXPPXU,OJIFIHMZ,4,0.007072829067579611,0.9929271709324203
DDEXPPXU,QJQJSWFU,5,0.033080991720287556,0.9669190082797124
DDEXPPXU,RCBZUSIM,5,0.08532977755687347,0.9146702224431266
DDEXPPXU,SNHYOVBM,7,0.04597742691226787,0.9540225730877321
DDEXPPXU,STZDBITS,1,0.09473238705346217,0.9052676129465378
DDEXPPXU,WHPUAOID,5,0.07725233556614801,0.922747664433852
DDEXPPXU,ZCELVYQU,7,0.09784907344657798,0.902150926553422
DDEXPPXU,ZKENOUDA,2,0.007116323271258331,0.9928836767287417
DEWLVASR,AANGBULD,7,0.04199960678143322,0.9580003932185668
DEWLVASR,AHMDUILJ,4,0.03306874321500449,0.9669312567849955
DEWLVASR,APQGTRMF,2,0.004023814786867079,0.9959761852131329
DEWLVASR,BEZYMBBT,2,0.06477242776839875,0.9352275722316012
DEWLVASR,BTMOEMEP,4,0.057993661622469966,0.94200633837753
DEWLVASR,BUZIIBYG,7,0.07933444721366728,0.9206655527863328
DEWLVASR,DUCMGGNW,6,0.00995999036396011,0.9900400096360399
DEWLVASR,FITUEHWN,5,0.04594135855311468,0.9540586414468853
DEWLVASR,FQCLOEXA,6,0.05912017837902339,0.9408798216209766
DEWLVASR,FTSVTTSR,7,0.0010043488220975933,0.9989956511779025
DEWLVASR,GKQIJYDH,2,0.06502686895257731,0.9349731310474227
DEWLVASR,GYHKIVQT,1,0.0253902123266816,0.9746097876733184
DEWLVASR,JBVHSUWY,2,0.03806231462176927,0.9619376853782308
DEWLVASR,JERHKLYW,5,0.044121605470298815,0.9558783945297011
DEWLVASR,JPBRUTWP,1,0.06585188665791378,0.9341481133420863
DEWLVASR,KAGJCHMR,1,0.04629257647711986,0.9537074235228802
DEWLVASR,KJNSOAHR,3,0.003881946432234724,0.9961180535677653
DEWLVASR,LLHREMKS,6,0.002969131514404427,0.9970308684855955
DEWLVASR,OKMBFVKS,3,0.008743984110771527,0.9912560158892285
DEWLVASR,QKXNTIIB,7,0.015910237760885817,0.9840897622391142
DEWLVASR,QVLMOEYE,1,0.07819259599491835,0.9218074040050817
DEWLVASR,RAWUKQMJ,4,0.04425526001826746,0.9557447399817325
DEWLVASR,SAAYMURU,7,0.050058649073216964,0.949941350926783
DEWLVASR,SDWAYPIK,1,0.0021445223148628244,0.9978554776851372
DEWLVASR,UIFPPCLR,1,0.008362809515706292,0.9916371904842937
DEWLVASR,VMAQSTJE,5,0.05750804383554078,0.9424919561644592
DEWLVASR,WPQXWHYO,1,0.007074924974193159,0.9929250750258068
DEWLVASR,ZCELVYQU,1,0.001806040951768122,0.9981939590482318
DEWLVASR,ZXERAXWP,6,0.011304029762707352,0.9886959702372926
DJBLNPNC,APQGTRMF,4,0.06830216005460994,0.93169783994539
DJBLNPNC,AXULOHBQ,2,0.0068442096629147894,0.9931557903370852
DJBLNPNC,BJALXPFS,3,0.0310211045651308,0.9689788954348691
DJBLNPNC,BLANHGYY,2,0.00010082247023460325,0.9998991775297654
DJBLNPNC,BSRMSVTC,7,1.6704570543743414e-07,0.9999998329542945
DJBLNPNC,DNMPSKTB,7,0.0038154012588087127,0.9961845987411913
DJBLNPNC,DUCMGGNW,7,0.09751752178914222,0.9024824782108578
DJBLNPNC,EVBVXETX,6,0.03816961372379333,0.9618303862762067
DJBLNPNC,FDXPMYGF,4,3.5843412632415756e-11,0.9999999999641566
DJBLNPNC,FITUEHWN,7,0.003916130137893255,0.9960838698621067
DJBLNPNC,FRHNWLNI,1,0.013293690989617928,0.986706309010382
DJBLNPNC,GYHKIVQT,2,0.03885546838702574,0.9611445316129743
DJBLNPNC,HCDTGMST,7,0.002480471378570086,0.9975195286214299
DJBLNPNC,HXYSSRXE,3,0.023186439539279503,0.9768135604607205
DJBLNPNC,IGDVVKUD,4,1.1783235152768259e-05,0.9999882167648473
DJBLNPNC,LRVGFDFM,6,0.03127298826816141,0.9687270117318386
DJBLNPNC,OJIFIHMZ,5,0.05400198958847577,0.9459980104115242
DJBLNPNC,QJQJSWFU,5,0.09454078855687915,0.9054592114431208
DJBLNPNC,QRKRBYJL,1,0.043154660060281624,0.9568453399397183
DJBLNPNC,QVLMOEYE,5,0.013022392204790229,0.9869776077952098
DJBLNPNC,ROACSLMG,6,0.02569021268579021,0.9743097873142098
DJBLNPNC,SUOYXCHP,5,0.001620939540139695,0.9983790604598604
DJBLNPNC,TGOELCAG,7,0.03263855316783492,0.9673614468321651
DJBLNPNC,UQYUIVVR,3,0.0195160021209065,0.9804839978790935
DJBLNPNC,UXSPKBJR,2,0.011533526544950844,0.9884664734550491
DJBLNPNC,VMAQSTJE,7,0.00015824855725029958,0.9998417514427497
DJBLNPNC,VWMBASNE,1,0.03488719215026045,0.9651128078497395
DJBLNPNC,WBLJNPZQ,5,0.01389301227354876,0.9861069877264512
DJBLNPNC,WHPUAOID,1,0.0001984965637490992,0.9998015034362508
DJBLNPNC,WQMVCOEM,7,0.00021721281494459718,0.9997827871850554
DJBLNPNC,XMKRPGLB,3,0.007135741003243184,0.9928642589967568
DNMPSKTB,AHMDUILJ,3,0.031166539751297694,0.9688334602487023
DNMPSKTB,APQGTRMF,1,0.0229789688603757,0.9770210311396244
DNMPSKTB,AXULOHBQ,7,0.006832605869774265,0.9931673941302257
DNMPSKTB,BEZYMBBT,1,0.08224638283186442,0.9177536171681355
DNMPSKTB,BJALXPFS,5,0.004222347082307407,0.9957776529176926
DNMPSKTB,BLANHGYY,7,0.011716505441234433,0.9882834945587655
DNMPSKTB,BSRMSVTC,7,0.001126576331024795,0.9988734236689752
DNMPSKTB,BTMOEMEP,5,0.07214955419465259,0.9278504458053474
DNMPSKTB,DBWLZWNK,1,0.035334142396337746,0.9646658576036623
DNMPSKTB,DEWLVASR,1,0.08005330568449236,0.9199466943155077
DNMPSKTB,DJBLNPNC,5,0.0054387106458828475,0.9945612893541171
DNMPSKTB,EVBVXETX,6,0.0066784742199795565,0.9933215257800204
DNMPSKTB,FDXPMYGF,7,0.010812915854820882,0.9891870841451791
DNMPSKTB,GYHKIVQT,3,0.001897454216564671,0.9981025457834354
DNMPSKTB,HXYSSRXE,7,0.04220307629416485,0.9577969237058351
DNMPSKTB,IGDVVKUD,3,0.002589064904196366,0.9974109350958036
DNMPSKTB,JBVHSUWY,3,0.05159712778913205,0.9484028722108679
DNMPSKTB,JERHKLYW,1,0.052243528596637674,0.9477564714033623
DNMPSKTB,JPBRUTWP,1,0.0017326141652741177,0.9982673858347259
DNMPSKTB,KAGJCHMR,3,0.008471842652370332,0.9915281573476297
DNMPSKTB,KEUWZRKO,6,0.04431376764107859,0.9556862323589214
DNMPSKTB,KJNSOAHR,4,0.051933230350619225,0.9480667696493807
DNMPSKTB,LPHPPJUG,4,0.09184028033808848,0.9081597196619116
DNMPSKTB,LRVGFDFM,1,0.020262747659079067,0.9797372523409209
DNMPSKTB,LUENUFGA,7,0.032165082692375176,0.9678349173076248
DNMPSKTB,MBSBZBXA,2,0.003529344429161107,0.9964706555708389
DNMPSKTB,OGAFEHLU,2,0.0035416400444961468,0.9964583599555038
DNMPSKTB,OKMBFVKS,4,0.003497305366885955,0.996502694633114
DNMPSKTB,OXKURKXR,1,0.0030840156189314944,0.9969159843810685
DNMPSKTB,PYZMVUWD,1,0.010164487882873049,0.989835512117127
DNMPSKTB,QJQJSWFU,7,0.03842254142662802,0.961577458573372
DNMPSKTB,QKXNTIIB,2,0.06997879052165834,0.9300212094783417
DNMPSKTB,QRKRBYJL,1,0.0026828099327180243,0.9973171900672819
DNMPSKTB,QVLMOEYE,3,1.4261259257367224e-05,0.9999857387407426
DNMPSKTB,RAWUKQMJ,4,0.011870779920442958,0.9881292200795571
DNMPSKTB,RCBZUSIM,2,0.05107774437491508,0.9489222556250849
DNMPSKTB,RJGPVEXX,3,0.029949637084371837,0.9700503629156282
DNMPSKTB,ROACSLMG,1,0.09153226570582539,0.9084677342941746
DNMPSKTB,SAAYMURU,4,0.07174304193812793,0.928256958061872
DNMPSKTB,SDWAYPIK,7,0.014493623754134707,0.9855063762458653
DNMPSKTB,SUOYXCHP,5,0.03722760858145587,0.9627723914185441
DNMPSKTB,UGEQLMXM,1,0.0014719001032067031,0.9985280998967933
DNMPSKTB,UIFPPCLR,1,0.004010021917354456,0.9959899780826456
DNMPSKTB,UQYUIVVR,1,0.07960969126404147,0.9203903087359585
DNMPSKTB,UXSPKBJR,6,0.02742142378370436,0.9725785762162956
DNMPSKTB,VBYCLTYZ,2,0.037458921598941895,0.9625410784010581
DNMPSKTB,VMAQSTJE,4,0.04807072904884102,0.951929270951159
DNMPSKTB,WHPUAOID,7,0.08876850351791424,0.9112314964820858
DNMPSKTB,WPQXWHYO,1,0.056055600623628354,0.9439443993763716
DNMPSKTB,WQMVCOEM,7,0.003258209188693917,0.9967417908113061
DNMPSKTB,XIFHSOWQ,7,0.015758825318441333,0.9842411746815587
DNMPSKTB,XIIEJNEE,2,0.005871230679633037,0.994128769320367
DNMPSKTB,XMKRPGLB,2,0.08497785154988091,0.9150221484501191
DNMPSKTB,ZGJXVMNI,1,0.00344134782628001,0.99655865217372
DNMPSKTB,ZKENOUDA,1,0.010097828588825701,0.9899021714111743
DUCMGGNW,APQGTRMF,6,0.09468820116471444,0.9053117988352856
DUCMGGNW,ATLDMDBO,4,0.0038415932087695957,0.9961584067912304
DUCMGGNW,BLANHGYY,3,0.04233901307420097,0.957660986925799
DUCMGGNW,BUZIIBYG,2,0.005063457032180329,0.9949365429678196
DUCMGGNW,DJBLNPNC,5,0.00587685876358455,0.9941231412364154
DUCMGGNW,FDXPMYGF,7,0.012053722388880942,0.9879462776111191
DUCMGGNW,FQCLOEXA,7,0.07463916358108975,0.9253608364189102
DUCMGGNW,HXYSSRXE,1,0.07636083614717266,0.9236391638528273
DUCMGGNW,IGDVVKUD,4,0.0056620974119439465,0.9943379025880561
DUCMGGNW,JSLXRQOK,2,0.05324261142495574,0.9467573885750442
DUCMGGNW,KEUWZRKO,7,0.003426891301000879,0.9965731086989991
DUCMGGNW,LRVGFDFM,4,0.027923294107259158,0.9720767058927409
DUCMGGNW,LTOYKIML,2,0.09971735634833227,0.9002826436516678
DUCMGGNW,OGAFEHLU,4,0.0338812706746424,0.9661187293253576
DUCMGGNW,OJIFIHMZ,5,0.019912660887332602,0.9800873391126674
DUCMGGNW,QRKRBYJL,1,0.028311108142736807,0.9716888918572631
DUCMGGNW,QVLMOEYE,4,0.000236814940831263,0.9997631850591687
DUCMGGNW,RAWUKQMJ,5,0.04519971027073406,0.9548002897292659
DUCMGGNW,RCBZUSIM,7,0.09727757480930255,0.9027224251906975
DUCMGGNW,RJGPVEXX,5,0.0833828832702892,0.9166171167297108
DUCMGGNW,SUOYXCHP,5,0.06808022933286165,0.9319197706671384
DUCMGGNW,UGEQLMXM,7,0.06983067125901891,0.9301693287409811
DUCMGGNW,UXSPKBJR,4,0.0007296063626757428,0.9992703936373243
DUCMGGNW,WQMVCOEM,7,0.03350571432761763,0.9664942856723824
DUCMGGNW,ZKENOUDA,1,0.08095704904490358,0.9190429509550964
ELQGMQWE,AANGBULD,5,2.513482100562695e-06,0.9999974865178994
ELQGMQWE,APQGTRMF,1,0.0785998696281978,0.9214001303718022
ELQGMQWE,BEZYMBBT,1,0.011642915121417451,0.9883570848785825
ELQGMQWE,CCLHWFWF,6,0.008675638939711829,0.9913243610602882
ELQGMQWE,DBWLZWNK,5,0.0710435057762124,0.9289564942237876
ELQGMQWE,DEWLVASR,7,0.002137851734534451,0.9978621482654656
ELQGMQWE,FDXPMYGF,1,0.06916754620890185,0.9308324537910981
ELQGMQWE,FITUEHWN,3,0.06698876943516173,0.9330112305648383
ELQGMQWE,FQCLOEXA,6,0.00019718856223906615,0.999802811437761
ELQGMQWE,FTSVTTSR,5,0.003796447554991903,0.9962035524450081
ELQGMQWE,FWUCPMMW,1,0.022387967861910874,0.9776120321380891
ELQGMQWE,HXYSSRXE,2,0.017349262090949634,0.9826507379090503
ELQGMQWE,IGDVVKUD,7,0.058676240984250116,0.9413237590157499
ELQGMQWE,JERHKLYW,1,0.03513487534096185,0.9648651246590382
ELQGMQWE,JSLXRQOK,1,0.011225724244514875,0.9887742757554852
ELQGMQWE,KJNSOAHR,1,0.04372182795671773,0.9562781720432822
ELQGMQWE,LLHREMKS,6,0.004171209694711799,0.9958287903052881
ELQGMQWE,LRVGFDFM,2,0.08102547665156666,0.9189745233484333
ELQGMQWE,LSOIUSXD,1,0.05105496645957504,0.9489450335404249
ELQGMQWE,LTOYKIML,1,0.06996311538298026,0.9300368846170197
ELQGMQWE,NAQIHUKZ,3,0.019846397388352213,0.9801536026116477
ELQGMQWE,OKMBFVKS,2,0.00017794089294276437,0.9998220591070572
ELQGMQWE,SAHWCZNH,3,0.04263267252916793,0.9573673274708321
ELQGMQWE,SDWAYPIK,1,0.020309906592485195,0.9796900934075148
ELQGMQWE,UIFPPCLR,1,0.001989431936797133,0.9980105680632029
ELQGMQWE,VMAQSTJE,1,0.07388971843730086,0.9261102815626991
ELQGMQWE,VUAFAIYJ,5,0.06788173343466725,0.9321182665653327
ELQGMQWE,WBLJNPZQ,1,0.016840723968308866,0.9831592760316912
ELQGMQWE,XIIEJNEE,4,0.0013661741119056485,0.9986338258880944
ELQGMQWE,XMKRPGLB,7,0.07494223435637953,0.9250577656436205
ELQGMQWE,XUOIQPFL,3,0.052611775884033464,0.9473882241159666
ELQGMQWE,YSYHGLQK,1,0.06400236643370688,0.9359976335662932
ELQGMQWE,ZGJXVMNI,5,0.007152133665039245,0.9928478663349608
ELQGMQWE,ZKENOUDA,1,0.01677907927883766,0.9832209207211623
ELQGMQWE,ZXERAXWP,4,0.011715931058264803,0.9882840689417351
EVBVXETX,APQGTRMF,1,0.06048235163514389,0.9395176483648561
EVBVXETX,ATLDMDBO,6,0.07220392249830421,0.9277960775016958
EVBVXETX,AXULOHBQ,4,0.00406923292129526,0.9959307670787048
EVBVXETX,BJALXPFS,6,0.008524801779684569,0.9914751982203154
EVBVXETX,BLANHGYY,5,0.0005738352094194108,0.9994261647905806
EVBVXETX,BSRMSVTC,7,0.00440722793928909,0.995592772060711
EVBVXETX,BTMOEMEP,4,0.008136800500820258,0.9918631994991798
EVBVXETX,BUZIIBYG,2,0.003749420814019165,0.9962505791859808
EVBVXETX,DJBLNPNC,3,0.0011544877324226924,0.9988455122675773
EVBVXETX,FDXPMYGF,6,0.00042323027253673485,0.9995767697274632
EVBVXETX,FQCLOEXA,3,0.05934558154184327,0.9406544184581567
EVBVXETX,FRHNWLNI,1,0.001979357068114066,0.998020642931886
EVBVXETX,FWUCPMMW,7,0.05926399548009844,0.9407360045199016
EVBVXETX,GYHKIVQT,4,0.08275077931899641,0.9172492206810036
EVBVXETX,HXYSSRXE,7,0.0037321574568421542,0.9962678425431578
EVBVXETX,IGDVVKUD,5,0.0005044050774672389,0.9994955949225328
EVBVXETX,JSLXRQOK,2,0.05793742292451491,0.9420625770754851
EVBVXETX,KEUWZRKO,1,0.0030699181307603436,0.9969300818692397
EVBVXETX,KJNSOAHR,3,0.006782602110955655,0.9932173978890444
EVBVXETX,LUENUFGA,1,0.04474993178100832,0.9552500682189917
EVBVXETX,NZKBIBNU,2,0.057323210027148706,0.9426767899728513
EVBVXETX,OKMBFVKS,3,0.039796351023042055,0.960203648976958
EVBVXETX,QKXNTIIB,3,0.04070620224637469,0.9592937977536253
EVBVXETX,QVLMOEYE,4,0.02532347190933072,0.9746765280906693
EVBVXETX,RAWUKQMJ,3,0.04290674980898175,0.9570932501910182
EVBVXETX,RCBZUSIM,5,0.08305818069355024,0.9169418193064498
EVBVXETX,RJGPVEXX,7,0.05079288928994576,0.9492071107100543
EVBVXETX,SAHWCZNH,1,0.008820583057784201,0.9911794169422158
EVBVXETX,SNHYOVBM,4,0.08325409147767104,0.916745908522329
EVBVXETX,UGEQLMXM,4,0.0986935158237248,0.9013064841762752
EVBVXETX,UXSPKBJR,1,0.03105591217663466,0.9689440878233654
EVBVXETX,VMAQSTJE,1,0.07495073760494145,0.9250492623950586
EVBVXETX,VWMBASNE,7,0.030608570561914947,0.9693914294380851
EVBVXETX,WBLJNPZQ,6,0.017788751611916245,0.9822112483880837
EVBVXETX,WPQXWHYO,2,0.00019895010576966187,0.9998010498942304
EVBVXETX,WQMVCOEM,6,0.012708491737932544,0.9872915082620675
EVBVXETX,XIIEJNEE,2,0.014393273993267834,0.9856067260067322
EVBVXETX,YSYHGLQK,7,0.05884552565433166,0.9411544743456683
EVBVXETX,ZCELVYQU,2,0.013857424705850174,0.9861425752941498
FCYBOAXC,BSRMSVTC,2,0.018095439083409697,0.9819045609165903
FCYBOAXC,BTMOEMEP,5,0.057195861608432035,0.942804138391568
FCYBOAXC,CCLHWFWF,5,0.05761070079386365,0.9423892992061363
FCYBOAXC,DUCMGGNW,5,0.06995980721561211,0.9300401927843879
FCYBOAXC,FRHNWLNI,4,0.09425235465154487,0.9057476453484551
FCYBOAXC,FWUCPMMW,3,0.06673742323877786,0.9332625767612222
FCYBOAXC,HCDTGMST,1,0.07532262675310826,0.9246773732468917
FCYBOAXC,JPBRUTWP,6,0.08161819006844652,0.9183818099315535
FCYBOAXC,LPHPPJUG,5,0.06323300583772905,0.9367669941622709
FCYBOAXC,LRVGFDFM,4,0.07693798110523811,0.9230620188947619
FCYBOAXC,LUENUFGA,5,0.01336249168080094,0.986637508319199
FCYBOAXC,MIRCVAMV,5,0.09336616028367785,0.9066338397163222
FCYBOAXC,OGAFEHLU,2,0.044963982934092754,0.9550360170659072
FCYBOAXC,PYZMVUWD,2,0.015452401450572808,0.9845475985494272
FCYBOAXC,QKXNTIIB,4,0.02971453857242123,0.9702854614275788
FCYBOAXC,QVLMOEYE,7,0.04534961721847314,0.9546503827815269
FCYBOAXC,RCBZUSIM,1,0.07815899191507134,0.9218410080849286
FCYBOAXC,ROACSLMG,1,0.00509992996408675,0.9949000700359133
FCYBOAXC,STZDBITS,4,0.012263322433153914,0.9877366775668461
FCYBOAXC,UQYUIVVR,2,0.05360062935693474,0.9463993706430652
FCYBOAXC,VUAFAIYJ,7,0.007301805136114907,0.9926981948638851
FCYBOAXC,VWMBASNE,7,0.04509570079119277,0.9549042992088073
FCYBOAXC,WBLJNPZQ,5,0.013835895634432426,0.9861641043655676
FCYBOAXC,XIFHSOWQ,7,0.07061606072351331,0.9293839392764867
FCYBOAXC,XMKRPGLB,3,0.05637263371442645,0.9436273662855735
FCYBOAXC,XUOIQPFL,1,0.0015406054315631238,0.9984593945684369
FCYBOAXC,ZGJXVMNI,1,0.04497687305395386,0.9550231269460462
FDXPMYGF,AHMDUILJ,5,0.072122107497582,0.927877892502418
FDXPMYGF,ATLDMDBO,7,0.09657609053794834,0.9034239094620516
FDXPMYGF,BSRMSVTC,2,9.631501410645896e-08,0.9999999036849859
FDXPMYGF,CCLHWFWF,2,0.01843643617431538,0.9815635638256847
FDXPMYGF,DNMPSKTB,7,0.0018865266499215048,0.9981134733500785
FDXPMYGF,DUCMGGNW,1,0.005708582818654966,0.9942914171813451
FDXPMYGF,FITUEHWN,5,0.0004565551631636646,0.9995434448368363
FDXPMYGF,HCDTGMST,4,0.00020564283970646318,0.9997943571602935
FDXPMYGF,HXYSSRXE,1,0.006279374024452807,0.9937206259755472
FDXPMYGF,KEUWZRKO,6,0.01229730565995869,0.9877026943400413
FDXPMYGF,LRVGFDFM,5,0.006184198084644906,0.9938158019153551
FDXPMYGF,LUENUFGA,6,8.682210034482319e-05,0.9999131778996552
FDXPMYGF,MBSBZBXA,1,0.008995098052613318,0.9910049019473867
FDXPMYGF,OGAFEHLU,6,7.771734977549151e-08,0.9999999222826502
FDXPMYGF,OJIFIHMZ,2,0.06678990629815304,0.9332100937018469
